SOURCE_ID,mean apparent magnitude,time period,parallax,Distance in parsecs,Absolute Magnitude
2018385387883485056,9.649468,70.79718944257448,0.1814630156156678,5510.764805749533,-4.056591380708175
2018408718146733952,13.275947,10.642664759193606,0.1905875260392156,5246.933106179458,-0.32358063678898397
5993790074645845888,12.924606,28.79649742335889,0.1119184930617095,8935.073843860826,-1.83088473040236
5257664497238811776,9.092877,7.1970215742041335,0.4472942107631629,2235.6649738296937,-2.654156613874962
6162629942015500416,12.846182,15.320234954244418,0.1061208842691341,9423.215862618437,-2.0248136992341887
6163709288773421824,12.904514,8.712906761172988,0.1104623860277722,9052.855328949552,-1.8794139004601558
4097241677618247040,12.578486,12.518316148425994,0.3792515386695579,2636.7724268385914,0.4731227572390342
6632574543305145472,12.894772,1.7906482655183709,0.2025948093790702,4935.960615500885,-0.5720864288102092
4116708531074256768,14.081177,9.34390486976202,0.1616137677826576,6187.591649647238,0.12356877654134024
2005753545481718912,12.238388,5.657823762806653,0.168841420047606,5922.717303124098,-1.6242170192546403
2005911737717923840,12.1551,7.6498012243581,0.1265575024709821,7901.546573497579,-2.3334605213880213
2006033847910275584,12.148537,4.366410722450142,0.1842423861848363,5427.632700093107,-1.5245152515707243
2034428980559814400,11.146058,5.782470500635854,0.2473100469055676,4043.5073807649965,-1.8877332009064602
4124203661280128128,13.91841,1.1715584532620889,0.1402171401636894,7131.795719357851,-0.3475844745172605
4104857784196182400,9.592002,4.198361997444163,0.5960083340408681,1677.8288874253064,-1.5317363371825792
4104869264724284544,10.364139,14.746698061880435,0.2757846304182107,3626.017876643671,-2.433010704407712
4104870913991712640,15.1615305,8.819425277973993,0.1791134590115989,5583.053364712491,1.4271716049808791
4122508420491774976,14.360803,7.949590425592243,0.1164500191517689,8587.375144152647,-0.3084991785186837
4051086168033980544,13.2125435,16.77053437562635,0.1582606383793491,6318.690548960194,-0.7905919339098073
4060898660862301056,16.427794,14.702130037540242,0.4796409394832227,2084.892922354429,4.832375224853422
5612495762995320576,13.519551,3.552553822454473,0.1019025124707836,9813.300729819684,-1.4395245402845696
5612661716228387200,12.842499,3.185023236411785,0.1108510865562819,9021.111394269237,-1.9338012279894663
2166276333253570432,13.55463,12.21836121820049,0.1576476356400115,6343.260372667439,-0.45693269153871796
2166303099490547072,10.528507,5.098941823337803,0.4980269677124607,2007.9233953799805,-0.9852286997394639
2166382882810197504,11.579284,8.736110956751684,0.1379153416679462,7250.824947435246,-2.72265310163945
2166389269407411200,12.284183,3.160858750924553,0.2160453764922437,4628.657258193633,-1.043092117150037
2166818804808477824,13.85212,10.630828990481874,0.1042539853295187,9591.959452094517,-1.057416671049861
5255052091966305664,14.43116,3.4567523681185524,0.1404498107760354,7119.981112645453,0.168765792128033
5255066591776722432,9.924202,4.160057287307702,0.4209402148852247,2375.6342697564883,-1.9546959078666237
5255092670818771968,10.651834,51.40368799198458,0.2254622684954955,4435.331936793579,-2.5827966382269008
4276605524839659776,13.312154,21.01683370816913,0.144050893230715,6941.990969805224,-0.8952662220109389
4658248721135834624,15.232192,4.907976043498463,0.146565783086522,6822.874882124917,1.06235496369497
5307713132652465152,15.102759,2.407833058162754,0.186781905732173,5353.837654027914,1.4594330109348324
5307761545524640256,9.854069,5.323956821727492,0.3362778434522303,2973.7314529378277,-2.5124397318691063
5307968631664881920,13.83268,4.876744371805755,0.1333705225293141,7497.908691031825,-0.5420207365609713
2174833591730216192,14.311035,8.066106899917877,0.1466947345422415,6816.877259572291,0.1431076278296004
2174872108997359616,14.76558,4.761110175613879,0.1294788028009191,7723.2719052674265,0.32657337567313505
2174891728408509056,12.737391,5.032272988672728,0.1592244537901006,6280.442332798082,-1.2525601613040518
2175017313256205312,13.690467,6.308903775456431,0.1300455470707758,7689.613543290039,-0.7390555701163724
2175235635031237248,12.974381,8.192353621232675,0.1929334475110641,5183.134458542516,-0.5985813762887506
2175555936502486912,13.616651,4.618287175953784,0.3351038401752451,2984.149627999018,1.2425480236490873
2175754398354311552,14.310949,4.423399203756703,0.1807982134109363,5531.028106605788,0.5969196730195812
459263743483634304,9.171905,13.63819875506045,0.3734720711274525,2677.576390066223,-2.966804349547443
460909093912435072,14.016518,2.798914813048832,0.1180768708634522,8469.059119600412,-0.6226578226908099
461049865760507904,14.514477,3.968941343158375,0.1559124551030909,6413.855771424995,0.4788810514567565
5506374096132016512,5.465354,5.694735343932434,1.2142443576662512,823.5574608079515,-4.113115529618899
5834406243567769472,13.362621,12.253988705136091,0.1934699692285839,5168.760836564276,-0.20431118708783558
5616601820448126336,9.5626545,12.352288943324067,0.2864998146972418,3490.403653687345,-3.1517237729505183
5309930194773990400,7.437169,4.37108227297894,0.944961127822356,1058.244588647239,-2.685761281895359
6058292374566124416,13.138165,2.7421158809686204,0.2404821615400854,4158.312589989393,0.043579334276220294
6058336561172023808,14.809726,4.286320636094759,0.1277689690348532,7826.62650840688,0.34185295247215386
2003938801532007808,8.771336,4.983511336273528,0.472487408483608,2116.4585172954785,-2.8567128034873743
2004036486267748352,8.115799,5.445366015701612,0.4965853539518501,2013.7525040598803,-3.404231467319393
3031419601502352768,11.598385,2.3115396261704304,0.2972805483152769,3363.8258731259584,-1.0357825332842623
4051542190480156672,12.053278,40.57569740658339,0.1694353176833534,5901.9572405136605,-1.8017022936304148
5878403643615416448,12.409465,12.73505683044227,0.1875605824742083,5331.610655119987,-1.224827136092106
5878506555352293888,12.727329,6.749790502820658,0.2195488736082783,4554.794490926024,-0.5650149334712555
6025818019409766528,13.751309,22.7750237890726,0.1259192475089988,7941.597649148397,-0.7482304015636316
4089762829569987712,14.505153,1.4576290728067214,0.2228097035567796,4488.134870414949,1.2448235040837865
440689349956503680,13.50198,11.22307000077158,0.1200908832153827,8327.026775267383,-1.1004698055973527
5313672760547588480,13.418005,4.273931058544148,0.1769212175562517,5652.233314989777,-0.3430954025786974
5313887130948758016,8.937748,11.198462339690789,0.5047402390883815,1981.2171143836563,-2.5469123545025276
4048947102520098304,12.450469,16.219657489499397,0.1628196562592675,6141.764593874587,-1.4909968323192562
430629986799994880,10.638192,5.35045231321267,0.2663697292993028,3754.180336596593,-2.2343836532376073
430630708354628096,12.593156,6.168069008098651,0.2187634576761952,4571.147350761658,-0.7069701049057038
430647231080076416,11.658981,3.8103064502407538,0.3075522388513995,3251.4801509319254,-0.9014245357345843
